"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"St. Kitts and Nevis","KNA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","8804","8724","8223","7818","8320","7149","7074","","8070","7655","7810","7796","7585","7473","7665","7249","7236","7068","7092","6938","","","6388","","6922","6717","6440","6401","6394","6350","","6172","6474","6334","6255","5993","5812","5589","5426","5466","5452","5352","5539","5395","5240","5378","5091","5110","",
"Korea, Rep.","KOR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","5749301","5807448","5775880","5692285","5618768","5599074","5503737","5514417","5604365","5640712","5658002","5586494","5465248","5257164","5040958","4856752","4798323","4771722","4819857","4894261","4868520","4758505","4560128","4347317","4110302","3915848","3794447","3844949","3945977","4030413","4099649","4148432","4185330","4125529","4031590","3933186","3837761","3679629","3481764","3306211","3139724","2959090","2790890","2736224","2721766","2680126","2681815","2719358","2755682","2702647","2681829","2674487","2614790","",
"Kuwait","KWT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","75513","81671","88299","94039","101876","111820","125120","135479","139443","145626","148983","154772","160188","165696","170616","172975","176378","181607","185464","189560","124996","114641","122930","129956","131264","141841","143286","142308","139691","140182","141419","148712","154056","158271","202826","203423","211576","208608","210665","213733","223688","230280","242069","252585","262627","269789","273823","278529","274920","277437","265113","","","",
"Latin America & Caribbean (excluding high income)","LAC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","45298540","39621624","40676496","42097068","43153680","43754572","44366272","46061096","47495896","49891972","50969204","51805164","53616944","53402552","55114336","55832208","54288268","56169644","57873724","57102352","59076036","57788764","58767512","59500108","60344912","57125372","57931404","62973256","58470184","63909576","63564776","63227460","63257748","62794612","62837540","62417436","59848296","61877040","61519208","61413464","60800220","60213828","59442700","59705856","58982840","58205820","57781260","57377552","57103276","56907788","56356852","55876448","55711368","55292592","55173712",
"Lao PDR","LAO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","244803","266790","274067","","","317126","414423","424330","451814","463098","479291","480535","480871","485741","495375","523347","","558852","","563734","576472","580792","637359","681044","710702","757551","786335","821546","827664","831521","828113","852857","875300","884629","890821","891881","891807","900817","908880","916341","900123","883938","878283","870893","850466","827981","808705","786246","770659","760566","756191","738642","741976","740084",
"Lebanon","LBN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","435066","","","448535","","","","380695","","388482","405402","398977","382500","","329340","","399029","","346534","","","345662","346763","360858","365174","367862","382309","397905","413753","404169","476489","474396","471777","476446","475798","470988","473134","467311","464442","461719","456985","456206","471626","480923","491455","486613","502505","509280","516514","517092","509734","519794","524141","533550",
"Liberia","LBR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","80217","84959","90192","","","104056","100217","","129776","134658","147216","","","","132889","","","","","","","","","","","","","","296188","395611","496253","","","","","","488438","","539887","605236","","674534","","373722","683977","684404","655049","635478","","","607558","572127","569741","","",
"Libya","LBY","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","350225","407805","455449","488882","522473","556169","571723","574770","630423","645186","662843","","721710","","","748733","","","","","","","","","","","","","821775","","766087","750204","739028","745428","713902","755338","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","23484","25430","27256","28422","29090","29859","30899","31091","31441","30610","29605","31199","31795","32107","33032","32817","32798","32809","33120","33148","33006","32622","32545","31928","30486","31194","31615","31548","25581","25347","25481","24954","24573","23821","23573","24046","22028","20938","20187","19483","18894","17276","16764","16268","15799","15463","15089","14890","14715","14553","15424","15388","14936","14257",
"Latin America & Caribbean","LCN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","50342036","44880724","46047824","47553248","48611144","49204740","49870496","51656924","53160204","55592312","56809608","57712192","59504888","59277208","60954300","61753348","60248452","62472176","63969264","63263808","65320916","64177176","65220668","65980348","66976952","63725468","64389100","69485160","65022300","70492472","70208056","69938432","70022968","69458872","69553080","69084400","66489420","68566856","68088872","67932576","67236088","66599704","65812308","66060724","65285300","64477324","63934212","63447020","63247876","63092996","62571696","62159136","62033772","61557360","61438988",
"Least developed countries: UN classification","LDC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","26267406","25593244","27679738","29963654","31095380","33197928","35364600","36923680","38788792","40541076","42487688","44220592","45048444","46407352","47219828","47102828","48206616","49022908","52079344","53105836","53650116","56538732","57980812","60409260","62794264","65916292","67959488","72193184","74653112","76004864","79795504","83888336","90860040","96749264","101775848","106711240","111938536","117513032","123371560","126905912","130385784","135328528","138953168","141976944","145234688","146594416","150071344","153824416","158364992","162597008","166321168","167978064","167422480","169255824","171011472",
"Low income","LIC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","15969398","15339926","15856531","16534741","17262992","18020646","19111526","20179820","20798044","21734066","22894156","23750178","23813112","24148734","24720626","25004986","25653734","26105392","27004284","27087822","27063308","28552198","28634808","30014504","31517792","34069048","35157480","38681008","40596156","41417452","44152484","47320032","51991428","55375200","58938664","62702776","66543908","70236592","75520688","78117136","80206512","82521880","85596568","87631056","91807800","92910368","96348848","99623760","103178992","106687232","110049984","111050496","109846384","111302320","112437952",
"Liechtenstein","LIE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2218","2266","2242","2247","2244","2158","2133","2067","2014","1980","","1929","1977","1998","2005","1999","1979","1978","1984","","","",
"Sri Lanka","LKA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","1671428","1711885","1564572","1539473","1470300","1436300","1439300","1532350","1942663","2002200","2081391","2132596","2142377","2153595","2186712","2242645","2304499","2037313","2084000","2114800","2112023","2112723","2059203","2012702","1960495","1962498","1843848","","1801933","","","1767650","1729014","1667994","1580072","1610778","1611763","1621617","1631430","1619244","1720806","1735475","1752137","1767322","1777823","1778176","1763162","1746843","1725424","1710466","1694722","1665457","1623352","1576358","",
"Lower middle income","LMC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","165798416","109985088","114600808","121276464","124200040","128544128","131616184","138269680","140222624","145463440","151710864","157172320","165006800","170927024","175794880","178015824","180662928","183570912","190855040","197234736","200446096","206391952","212115040","220066000","226555504","228539280","231615280","236124736","238243520","242688192","249038400","250983152","255534368","269492256","275810560","283200160","287634272","293659296","295458528","297570368","301498496","305732928","311594816","315100480","313804544","315750208","326592800","326686048","309871616","311760192","316428160","318781792","330361376","334837728","343481088",
"Low & middle income","LMY","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","379968224","323560032","337183456","360269376","375801920","392025408","404462368","414384384","417199424","427175712","439694560","446746112","455672512","460217760","465588032","469708640","470633248","475321504","483196736","488130752","493240704","499234912","505527360","516246080","527270080","531816064","539937216","556446720","559395904","568997440","570470528","569865600","567824192","571895296","593973504","596783744","597678976","608095296","612365952","614076608","616999680","622053568","630304256","636690560","635348736","639186176","656093952","661719488","650974912","659868224","670347712","675059456","685912320","690511488","701531712",
"Lesotho","LSO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","175420","171454","176404","187459","218038","221922","222004","226019","228523","235604","244838","259046","277945","289590","297484","314003","319128","331857","345524","348818","351632","361144","362657","354275","366935","378011","374628","368895","369535","364951","410745","415007","418668","429720","427009","422278","424855","400943","396041","389424","388678","385437","381690","369469","366048","361637","360756","367931","340421","329770","323034","317332","315722","312005","309480",
"Late-demographic dividend","LTE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","157523952","164787552","171476752","185129712","195154560","203929872","209873472","210279152","207958592","208849376","210961616","211060896","208883072","205276400","202710880","202542640","200012784","200712672","198764688","195308464","195902192","194406512","194540816","195782032","199041664","199753568","203679312","212606016","211497264","215461328","209107248","202911856","190953408","177610320","189619856","180942592","173373696","172812384","170505552","167372560","164031344","162338048","161853168","162167920","159025312","159872832","162616736","165329280","167400736","170482544","171580112","173220768","174028752","173255664","173781856",
"Lithuania","LTU","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","172064","","","","","172349","","","191655","193436","202222","202970","210834","215175","221569","223662","225701","222278","219661","218181","211650","197463","183542","170216","158105","150422","143814","135719","129496","122458","115581","111389","109028","108115","108038","110193","113881","116626","117676","118616","116682","116245","121494","",
"Luxembourg","LUX","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","35976","34530","34527","33846","34490","29749","29430","29032","28465","27510","25604","24628","23838","22780","21979","","22003","21959","23375","","","23465","","","28205","27082","27844","28437","29094","31492","32458","33266","33966","34081","34603","35016","35431","35668","35630","","35187","35099","35397","35250","35435","35920","36626","37452","38173","39146","40018","40575","41473","42250","",
"Latvia","LVA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","141376","141731","141364","140803","140815","140744","164377","165140","166072","135722","143338","146250","137095","132059","132465","139925","146653","146650","141408","134919","125634","113923","103359","92453","84369","78796","121345","117129","114236","113691","113668","113410","114089","114660","117303","120308","121506","121674","120787","120051","119274","118715","121947","",
"Macao SAR, China","MAC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","25052","23659","23095","20205","19777","20758","24700","22560","24145","","","","","","","","","","31917","32935","34972","37872","40665","","","","","","46893","47262","45663","44368","41917","39872","37401","34739","32932","30487","27483","25326","23785","22646","22231","22862","24252","26436","28438","30169","32530","33961","35450","36791","37854","38349",
"St. Martin (French part)","MAF","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1175277","1231936","1275857","1337931","1413993","1547647","1667773","1793772","1925187","2051862","2172289","2309696","2442726","2474440","2278734","2279887","2227960","2176847","2110719","2163185","2483691","2578566","2727833","2873883","3006631","3101555","3160907","3254354","3461940","3669605","3842000","4029112","4101157","4070182","4022600","3943831","3939177","3878640","3850994","3945201","4001313","4016934","4021052","4030142","4039392","4101743","4210676","4322623","4432229","4535919","4552752","4675486","4683013","4606526",
"Monaco","MCO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1486","1486","","","","","","1558","","","","","1354","","","","","","","","1773","1761","","1815","1838","1893","1919","1956","2022","2008","1985","","","1831","","","","1852","1837","1820","1760","1766","1753","1752","1959","2001","2018","2018","1989","1971","1932","1956","2024","2068",
"Moldova","MDA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","230624","","","","","248005","","","273426","285826","301653","306933","307604","307447","322612","320055","320725","","262137","252193","235461","224495","212552","198911","184159","171024","160528","151736","145369","141197","138436","138095","138277","138420","138536","137845","139335","140141","139612","139179","137332","137942","137227","136696",
"Madagascar","MDG","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","938015","1004445","1030342","1033993","1133013","1210841","1311179","1398936","1454554","1597596","1723779","1731383","1701601","1651012","1625216","","","1487728","1534142","1512322","1570721","1496845","1490317","1504668","1511408","1638187","","1889885","2012416","2208321","2307500","2407644","2856480","3366470","3597731","3698906","3837343","4020322","4323981","4241916","4305068","4402722","4483030","4610722","4763524","4733726","5004479","4860888","4648600","4774795","5349010","5125026","5113497","5293936",
"Maldives","MDV","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","30621","","34090","","","","39775","","","","","","45333","48321","50915","50733","51220","50230","73519","74050","73522","71054","68242","66169","63300","57873","54770","50270","47082","44675","41955","40201","38638","38183","39570","42137","43733","45326","47236","49373","51180","","44547","45617","44013",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","24309168","23918938","24575162","25502964","26537840","27885826","29276892","30533624","30873718","28823130","32806778","33531768","34332460","35844104","37307092","38655408","40226876","42244600","44007940","45367828","46111152","48400656","48978540","50470400","52778908","53269908","54775552","55522672","56167468","56690180","57053168","57470620","59732744","60540624","62086616","64179160","64296756","65440280","65887236","66007124","67280584","66911736","68732600","70245232","72840304","74403112","77578400","79324608","82054960","84379048","86178104","87476216","87720136","90410048","91899032",
"Mexico","MEX","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","9248290","9711496","10195167","10762665","10999713","11461415","12148221","12560035","13536265","14126414","14666257","14981028","15222916","15376153","15219245","15124160","14994642","14768008","14656357","14493763","14401588","14396993","14425669","14469450","14574202","14623438","14650521","14647797","14697915","14765603","14792528","14843381","14857191","14781327","14700005","14595195","14631498","14699146","14861232","14906476","14934663","14956982","14837204","14627368","14397928","14297027","14182288","14061377","14012770","13902903","13716407","13502103","13384870","",
"Marshall Islands","MHL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8209","","","8757","7602","8250","8055","8270","8215","8342","8398","","8546","","","","8236","7941","","","7234","6726","6452","6095","5815","5369",
"Middle income","MIC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","363998816","308220096","321326944","343734656","358538912","374004768","385350816","394204544","396401408","405441632","416800416","422995936","431859392","436069024","440867424","444703648","444979520","449216128","456192480","461042912","466177408","470682688","476892544","486231584","495752288","497747040","504779776","517765728","518799744","527580000","526318016","522545536","515832800","516520096","535034880","534080928","531135040","537858688","536845248","535959456","536793152","539531712","544707712","549059456","543540928","546275776","559745088","562095744","547795968","553180992","560297728","564008960","576065920","579209152","589093760",
"North Macedonia","MKD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134260","133744","133707","134597","133044","131501","129633","126606","123661","121109","116635","113362","110149","105045","100911","115082","112477","110759","","107278","109945","108254","108827","","109121","109818","108483","108399","108163","106317","105461","",
"Mali","MLI","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","203703","217070","224699","236622","240521","252393","265496","280459","293227","298697","291159","291546","296301","293050","294153","292395","298913","307587","365158","377372","395334","430636","494581","557084","612469","683163","778450","862874","958935","1016575","1127360","1227267","1294672","1396791","1505903","1609979","1716956","1823037","1926242","2018551","2114844","2113857","2068714","2181617","2227082","2356420","2538502","2477081","","","","","2973205","",
"Malta","MLT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","40021","37447","34644","32569","30322","29834","30863","31363","32218","32448","33063","33187","33208","33987","35411","36240","36322","36564","36726","37016","36899","35626","35488","35366","35051","35273","35374","35261","34914","34261","33530","32717","31710","31064","29596","28922","27805","26772","24674","24985","24075","23567","23655","24072","24624","25177","25796","26532","26788","27035","26941","27039","27336.69921875","",
"Myanmar","MMR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3177739","3198670","3300153","3358693","","3475749","3564473","3711464","3837800","3968300","4148342","4405947","4537790","4638735","4615888","4710616","5009850","5046471","5202508","4848158","5384539","5869297","5919339","5896026","5530502","5413752","5136152","","4732947","4857955","4781543","4778851","4889325","4932646","4948198","4969445","5013582","5109630","5094623","5125942","","","","5177276","","5321524","5388349","5299765","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37009","36793","37812","38740","39123","39580","37269","35264","38898","38362","","","37585","37869","38740","39288","39085","38822","38346","38161","38834","",
"Mongolia","MNG","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","146014","153605","125200","127100","127986","129802","","137121","138675","141306","145200","146500","150100","152700","153700","153100","155740","157800","162900","165400","166349","154588","138434","142132","158990","176036","234193","244815","251476","253441","250436","241258","238676","235730","251205","249622","239262","239663","252604","273964","265638","256582","245384","239288.1","251200","271680","288337","309347","327015","342634","356904","372471","381720","379647",
"Northern Mariana Islands","MNP","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","496910","449704","577997","","672000","","1276500","1363000","1426282","","1387192","1286714","1162617","1237817","1248074","1260482","1287681","1199669","1210671","1260218","1217364","1199476","1227341","1301833","1415428","","","2076831","2302313","2543820","2829787","3023321","","3569473","3942829","4165580","4560905","4899652","5071878","5277868","5253670","5359018","5526494","5669591","5867723","6009216","6107283","6534996","6915667","7219935","","7656055","","",
"Mauritania","MRT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","31945","34928","40270","42153","44786","50465","64611","72954","82408","85151","90530","101952","107390","119337","126866","140871","150605","157341","158800","155116","167229","188580","219258","248048","269173","289945","312671","330199","346222","355822","360677","375695","394401","434181","443615","465970","483776","473688","512998","531383","535976","553584","568953","592249","632761","601364","616647","655261","677458","723557","","","861768","891821",
"Mauritius","MUS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","150402","152331","155624","154830","152417","150573","144325","140905","138318","130185","128758","135462","137004","138790","135391","140714","144697","144130","140135","137929","137491","135233","129738","125543","123167","122895","124589","127109","130505","133489","135237","134085","132432","129616","126226","123562","121387","119310","119022","117922","117432","116067","113634","108853","105300","101422","97300","92989","89642","85730","82514","84129","","89001","84530",
"Malawi","MWI","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","314629","378812","424983","482304","546085","571389","583039","586759","611983","667222","691245","754588","736816","707699","757334","794782","862834","901327","1034341","1144880","1212337","1476592","1589948","1726325","2588662","2604130","","2525323","2581698","2694645","2845836","2846589","","2841640","2868038","2933557","2943248","3197928","3250111","3417403","3554199","3687625","3951611","4096614","4204502","4280531","4433977","4530841","4593328","4555768","4279070","4287735","4623698","4748484",
"Malaysia","MYS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","1684263","","","","","1893323","","1929914","1968304","1986141","2008973","2034256","2072393","2120050","2148748","2199096","","2274453","2338418","2397816","2455525","2540623","2626297","2693632","2744993","2799744","2856613","","2887753","2911773","3025977","3033019","3009009","3056266","3159376","3202008","3217329","3221408","3225487","3229566","3233645","3237724","3241803","3245882","3178364","3107870","3101007","3084630","3068441","3066391","3081723","3087886","3024466","3092312","3055288",
"North America","NAC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","27437618","24891206","24469856","24575420","23805760","23154056","22659824","22192932","21856392","21414316","22892852","22610852","22911876","22443534","22097064","22118568","22474264","22869994","27269024","27297842","24629416","24810220","27372946","25381230","25618962","26242750","26500486","27435494","27100804","27371954","27434756","27510870","27319688","27150966","26953492","26759270","26628922","26668494","26881602","26784258","26854644","26944696","26809748","26627910","26791636","27093808","27342016","27492288","27368874","27198016","26897454","26304012","25910312","26266922","26195910",
"Namibia","NAM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","294985","308802","311645","307407","314105","341701","349167","352900","367669","368222","373276","379891","386446","383267","389434","397459","404783","408912","403412","404198","402529","409508","407402","406920","408621","410761","417310","426850","432054","446538","456667","478253","492714","509613","518646","535220","547711","564723","590029",
"New Caledonia","NCL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","21632","23050","23467","24220","24844","24943","25834","25633","26784","26484","26630","26779","26513","24434","24410","22517","22237","22366","22818","23052","22958","22325","21865","22080","22308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","88594","94509","100892","110437","120984","142182","159515","176397","187251","209865","228855","236183","241929","249926","251420","275902","293512","300964","324760","344623","368732","370117","386056","410929","426929","440622","464267","482065","529806","579486","656589","760987","857592","980033","1064056","1126073","1235065","1389194","1554102","1726452","1910166","2050656","2166268","2277021","2444979","2611352","2768305","","2666748","","2806023","2909518","3022704","3002551",
"Nigeria","NGA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","3515827","3894539","4391197","4662400","","","4889857","6165547","8100324","9867961","10798550","12117483","13760030","14311608","14654798","14383487","13025287","12914870","12690798","12721087","13607249","13776854","14805937","15870280","16190947","15741078","14078473","","","17907008","19151442","19041224","19806082","20600796","21395510","22115432","22861884","21513996","20008142","20957642","20663804","23668904","24822374","26167544","25801196","8070442","25591180","","27889388","","30100084","30455582","","33415352","",
"Nicaragua","NIC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","285285","301580","305690","318887","324579","341533","362103","368284","369640","411515","472167","","509240","536656","534317","561551","556684","583725","599957","595612","632882","674045","703854","737476","765972","764587","762712","777917","783090","830206","838437","868070","923391","927217","941957","945089","966206","952964","944341","","923745","","","","","","","","","","","","872148","880080","",
"Netherlands","NLD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1462376","1464484","1461544","1454971","1448177","1453467","1448084","1434705","1413277","1379866","1333342","1269868","1201512","1139955","1094980","1109590","1096868","1092707","1086208","1082081","1082022","1040158","1046192","1172534","1189112","1207896","1230987","1254247","1268093","1278581","1282041","1287069","1290625","1283014","1277990","1277478","1280571","1285543","1290029","1294015","1291665","1277199","","","1208038","1192268","1181893","1175018","1170170","1161942","1154994","1142192","1143261","",
"Norway","NOR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","385628","386496","375004","380728","386559","390129","396194","396672","396132","394510","390186","383599","372705","361581","347316","335373","325577","317228","312384","310600","309432","308516","307461","309889","314062","320752","330619","401652","411878","419805","426475","429445","432618","432345","429652","429680","430747","429585","426769","424052","423333","423351","424993","425917","430864","438387","444638","447355","448655","446218","443967","439644","437855","",
"Nepal","NPL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","389825","","393269","418155","470365","542524","643835","769049","875494","1012530","1067912","1388001","1474698","1626437","1747857","1812098","1857658","1952504","2108739","2526147","2788644","2884275","3034710","3091684","3191614","3263050","3447607","3460756","","3587665","3780314","3623150","3853618","3928684","4025692","4030045","4502697","4515059","4418713","4782313","4900663","4951956","4782885","4576693","4401780","4335355","4135253","3970016","","3970016","3522177","3455710.61224775","3485293.31272392","3610603","3519214",
"Nauru","NRU","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1118","1315","1330","1392","","","","","","","","","","","1451","","","","","","","","","","","","","1663","","1589","1618","1566","1375","1529","1812","1393","1235","1254","","","","1304","","1578","1508","1808","","","1856","1857","","1896","2054","1839",
"New Zealand","NZL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","400445","396878","394199","391467","388996","391399","393695","394517","393536","390221","381262","367986","359011","346797","337956","329337","320373","317470","312998","312773","318568","316107","317286","322984","331666","345236","348098","357569","362413","360621","359555","355532","354421","356442","353062","352845","350810","349080","348160","347674","348492","347349","347594","353285","360206","368306","377073","384251","388279","387996","387103","384843","375656","378663","",
"OECD members","OED","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","98553392","99633744","100130912","100497872","100248440","99963328","100097696","100227288","100304496","101121848","104103616","103274584","103496856","102836896","102272248","101284240","100672712","100667016","104062560","102969712","100073272","99593512","101799488","99455104","99377184","99700280","100228920","101114128","100841320","100904088","100692544","100379800","99867944","99163640","98778704","98308032","97708160","97648368","97625448","97067880","96597560","96248448","95603824","94496448","94102040","94234520","94545672","94566640","94598640","94602848","92902560","91977536","91211080","91567768","91380192",
"Oman","OMN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3478","15332","24411","35290","48649","54611","62630","70751","78136","83703","91895","102011","117295","135815","156947","177541","197735","215416","232181","247128","262989","277370","289911","297209","301999","307050","311955","313516","315557","315976","316889","316633","314064","","312121","303345","294927","289717","302037","","295581","299471","310425","326787","342324","360806","377066","272366","284409","298745","310336","327525","345401","358346",
"Other small states","OSS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","1474883.625","1434891.375","1481563.375","1552851.625","1627011.25","1697207","1756903.5","1792972","1839670","1875883.125","1937431.5","2018920","2082002.625","2145372.5","2214349.25","2290437.75","2362241.25","2442440.25","2510176.25","2564266","2590450.5","2680752.5","2718484.25","2754730.75","2852147.75","2933710.5","2988697.5","3046614.75","3120527","3178633.5","3202428.5","3279278.25","3321329","3351958.75","3366941.5","3378629.25","3417115","3431890.5","3443132","3462965.75","3559871.75","3549160","3538528","3562170.75","3605953.25","3657602.5","3709698.75","3769979.5","3815763","3871669.5","3924384.75","3962490.25","4032976.5","4091709","4144753",
"Pakistan","PAK","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3992834","4119577","4460497","4813134","4988873","5236203","5527860","5015479","5131360","5213092","5473578","5741490","6179400","6412000","6828000","7094059","7638781","7958529","8272550","8614857","","","","","","","","","","13987198","14204954","14489107","15093960","16207286","17257948","16687658","17979190","18175800","18468096","18756348","18050718","18119160","18150234","19431565","19846822","21550582","21686451","22931305","23587997","","24276648","23848680","24613073","25376209",
"Panama","PAN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","255287","287565","305651","319124","328460","334607","339034","340515","343455","340222","337522","335239","336740","335651","339101","340135","343616","346137","345202","350277","351021","350104","353154","357402","358367","361877","371250","","","393030","400408","408249","419904","419903","429837","430152","436945","446176","445107","440627","439746","439698","437277","435973","426637","417556","408961","417894","","420481","433047","462643","469149","442354","",
"Peru","PER","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","2341068","2427467","2509182","2641227","2741060","2840625","2961252","3019624","3093017","3117055","3161375","3251807","3412769","3427840","3484979","3711592","3600316","3663055","3727463","3793601","3855282","3857465","3824660","3913601","4031359","4131085","4159935","4163180","4299407","4349594","4338080","4317368","4283046","4200489","4133386","4077361","4026316","3993965","3854764","3787409","3762681","3671207","3478689","3545103","3495614","3513439","3576943","3544359","3592865","3715130","3841744","3834938","3819011","3775989","3706564",
"Philippines","PHL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","6968978","7001970","7022709","7209039","7429249","7597279","7808158","7861641","8178609","8112536","8506072","8518283","8591267","8717469","8793763","8925959","9204168","9601322","9972571","10284861","10427077","10517932","10674073","10731453","10910876","11541570","11847794","12225038","12502524","12707788","12759918","12826218","12970635","13017973","13083744","13006648","13145210","13411286","13686643","","","","","14460377","14453060","14293635","14039867","13418841","13195088","13214472","12529116","12728441","12953380","13061453",
"Palau","PLW","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1901","1942","","","1985","1855","1805","1657","1544","","","","","","1654","1639","","","","","","1523","1564","1302","1401","",
"Papua New Guinea","PNG","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","191083","195859","204218","218167","229527","238267","250715","253987","263171","277854","299823","300536","313790","","349889","","373759","384367","397463","417818","415195","422348","443552","478040","505153","516797","525962","538730","580623","","559817","520846","514735","496616","508333","531759","532250","","600557","","","","1132119","","1193950","","1275085","","1394208","1357634.43996263","1338421","1357192","1500166.23573839","1654793.55198572","",
